LoanID,Grade,SubGrade,Purpose,Term,ApplicationType,LoanStatus,VerificationStatus
472931,E,E4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1036062,E,E1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1035987,E,E2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
849809,E,E4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
434340,F,F2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
888973,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
881395,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
611369,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
661746,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
980209,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
996412,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
699888,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
432628,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
893859,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
568319,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1011050,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
851063,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
992518,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
874275,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
636103,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
792572,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
875636,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
556249,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
637478,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
614984,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
724256,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
768202,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
888743,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
870064,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
612752,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
713347,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
675344,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
703725,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
788329,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
606619,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
888876,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
823850,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
812614,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
584635,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
787891,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
888152,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
642985,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
728284,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
711913,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
751434,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
721744,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
524664,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
842102,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
620545,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
748776,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
840632,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
657546,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
670397,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
624816,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
406054,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
744834,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
739634,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
988332,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
517220,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
494694,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
553269,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
891706,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
488239,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
715961,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
640548,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1042854,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
608415,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
847393,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
611036,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
559781,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
868103,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
987097,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
603480,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1011597,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
774964,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
397394,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
606786,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
544705,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
559180,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
502663,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
727355,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
619318,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
634886,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
838416,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
518445,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
775656,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
838433,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
676427,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
715840,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
429228,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
543225,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
660405,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
993915,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
754731,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
996558,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
876767,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
657404,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
821024,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
606980,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
715479,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
662356,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
652565,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
742464,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
826943,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
680027,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
617833,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
687570,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
574499,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
600545,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
600084,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
536139,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
558487,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
388821,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
610311,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
823204,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
577356,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
833486,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
556350,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
429812,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
795376,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
971239,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
869901,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
973824,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
738945,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1011338,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
856434,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
839429,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
616057,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
704624,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
857053,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
604855,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
775201,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
650560,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1015864,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
874453,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
835789,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
554746,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
776677,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
509631,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
734435,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
433310,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
833775,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
573944,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
549382,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
598690,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
866746,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
725391,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
702995,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
595693,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
983802,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
631273,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
696636,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1022314,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
824079,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1020469,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
647211,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1020221,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
666215,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
754480,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
977612,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
865537,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1023875,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1042690,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
853674,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
786034,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
745031,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
845785,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
852170,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
477195,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
587591,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
846275,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
761949,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
838233,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1050244,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
578649,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1031471,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
385924,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
521363,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1019633,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
603276,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
429363,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
801784,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
623108,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1017982,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1044226,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
843086,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
847316,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
602209,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
518390,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
638105,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
636983,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
787748,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1047779,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
701176,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
886331,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
742244,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
510563,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
722464,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
544578,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
769716,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1026865,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
522407,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
618238,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
577027,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
969687,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
759927,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
668225,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
710512,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1047657,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
605658,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
531181,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
838392,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
414670,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
638496,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
645695,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1009737,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
834124,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
713226,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
754267,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
469953,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
866671,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
629231,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
386737,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
671365,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
686911,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
997381,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
978254,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
621266,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
570275,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
883282,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1042483,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
638508,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
702870,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
976704,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
432376,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
785249,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
502334,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1037801,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1015832,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
673529,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
612235,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
669424,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1045902,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
619899,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
706511,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
712498,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
542454,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
786405,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1008914,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
438763,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1030918,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1017552,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
513273,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
507357,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
568534,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
754734,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1000480,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
763306,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
625272,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
668304,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
734657,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
601897,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
655990,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
892112,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
415899,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
664207,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
765714,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1023914,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
983758,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
999548,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
976240,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
789971,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
994044,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
690481,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
724455,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
468680,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
632739,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1018943,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
968106,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
376969,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
515250,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
809720,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
651118,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
810011,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
844120,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
983729,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
625109,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
737005,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
438984,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
533684,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
379776,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
776673,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
428460,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
717383,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
637762,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1014908,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
851550,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
745969,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
606401,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1036047,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
434277,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
670585,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
440980,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
439131,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
539601,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
563040,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
786218,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1001046,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
640570,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
764687,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
351055,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1005770,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1016732,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
810514,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
521705,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
983780,A,A1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
623668,A,A3,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
529425,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
986319,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
887484,A,A2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
636745,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
666295,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
421182,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
642240,A,A4,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
556238,A,A5,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
440023,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
626291,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
1006875,B,B1,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
498349,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
654505,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
711637,B,B2,Debt consolidation, 36 months,INDIVIDUAL,Fully Paid,Verified
