MemberID,EmploymentLength,EmploymentTitle,HomeOwnership
806184,4 years,Quad City Electrical Training Center,MORTGAGE
852525,4 years,henderson engineers,MORTGAGE
808251,1 year,"Quadrant Health Strategies, INC",MORTGAGE
670265,6 years,TVA Fire and Safety,MORTGAGE
669839,3 years,Public School,MORTGAGE
808546,3 years,Lusk Mechanical,MORTGAGE
1070848,10+ years,Frank Corigliano Contractor  Inc.,MORTGAGE
1040381,10+ years,Gulf IntraCoastal Constructors,MORTGAGE
894121,10+ years,Cub Foods,MORTGAGE
675141,10+ years,Ford Motor co.,MORTGAGE
765032,2 years,J & N Auto,MORTGAGE
1040156,4 years,Gulfstream aerospace,MORTGAGE
684337,4 years,Heart South Cardiovascular,MORTGAGE
678591,5 years,"National Healthcare Of Hartselle, Inc",MORTGAGE
672626,5 years,Gn Resound,MORTGAGE
855204,6 years,Suffolk County Sheriff's office,MORTGAGE
922915,6 years,State of Minnesota,MORTGAGE
892954,7 years,ARC Integrated Program Management  and  Consilium Partners  LLC,MORTGAGE
910263,8 years,Mountaineer Gas Company,MORTGAGE
735397,10+ years,,MORTGAGE
1102053,10+ years,bakenjoy foods,MORTGAGE
1007607,5 years,Travelers Insurance,MORTGAGE
790916,6 years,Wellstar Health Systems,MORTGAGE
1264460,2 years,"AMB Client Services, LLC",MORTGAGE
1009777,2 years,Kraft Foods,MORTGAGE
1220666,2 years,Charter Communications,MORTGAGE
700393,3 years,Yale New Haven Hospital,MORTGAGE
945998,5 years,Airgas,MORTGAGE
1037010,7 years,Secured Network Services Inc,MORTGAGE
930527,9 years,City of Leesburg,MORTGAGE
733613,< 1 year,Wayne J. Griffin Electric Inc.,MORTGAGE
941144,8 years,New Dawn Recovery,MORTGAGE
714833,< 1 year,Lockheed,MORTGAGE
1207180,10+ years,eastman kodak,MORTGAGE
1029760,10+ years,valin,MORTGAGE
962748,10+ years,at&t,MORTGAGE
799598,2 years,Andres Construction,MORTGAGE
821205,4 years,BAKERSFIELD MEMORIAL HOSPITAL,MORTGAGE
927513,5 years,sovereign bank,MORTGAGE
1023615,8 years,new england tire,MORTGAGE
667054,8 years,Broward Sheriff's Office,MORTGAGE
823578,8 years,Jay Hatfield Inc.,MORTGAGE
644946,1 year,EC Grow,MORTGAGE
1012778,9 years,Dell inc,MORTGAGE
1189107,10+ years,Rockwell,MORTGAGE
781471,10+ years,Little Rock School District,MORTGAGE
780989,6 years,Comey & Shepherd Realtors,MORTGAGE
931299,6 years,value plus service,MORTGAGE
824415,5 years,parsons,MORTGAGE
794322,3 years,M+W Group,MORTGAGE
843785,6 years,Center for Disability Services- Transportation Security Administ,MORTGAGE
968273,< 1 year,Becton and Dickenson,MORTGAGE
942903,< 1 year,Truman Van Dyke,MORTGAGE
866367,5 years,Gastroenterology and Hepatology Assoc.,MORTGAGE
813853,10+ years,us army,MORTGAGE
921586,6 years,SolArc  Inc.,MORTGAGE
739140,6 years,subway,MORTGAGE
935630,10+ years,182nd Airlift Wing Fire Dept.,MORTGAGE
687518,1 year,Bright Horizons Family Solutions,MORTGAGE
983121,6 years,duncan tire co,MORTGAGE
693325,7 years,World Courier Ground,MORTGAGE
1001880,5 years,PLICO,MORTGAGE
1005270,5 years,  old palm inc,MORTGAGE
683669,4 years,City of Madison,MORTGAGE
994245,2 years,Jimmy John's Sandwiches,OWN
725877,10+ years,orlando housing authority,OWN
777325,10+ years,Fast Food Enterprises,OWN
769785,10+ years,M&D Supply,OWN
919462,10+ years,Alliance Laundry Systems,OWN
1254328,10+ years,NJ Manufacturers Insurance Co,OWN
863378,2 years,Mount Sinai Hospital,OWN
873866,3 years,Harris Corp,OWN
1002176,3 years,DMC,OWN
943585,5 years,Peoples Bank,OWN
1078080,10+ years,American Electric Power,OWN
718983,10+ years,Food Lion,OWN
1024483,3 years,Envoy Mortgage,OWN
836511,5 years,Kelly Moore Paints Co.,OWN
770540,8 years,Tessada & Associates,OWN
607994,3 years,DELAWARE VALLEY WHOLESALE,OWN
847954,5 years,Carmax Auto Finance,OWN
695399,5 years,Skate Safe America,OWN
735976,7 years,Callahan Tile,OWN
673771,7 years,Olde Towne Kolaches,OWN
936642,10+ years,Hancock State Prison \ US Air Force RES,OWN
1006993,2 years,,OWN
863384,9 years,Shands Healthcare,OWN
822773,< 1 year,,OWN
1012032,3 years,Bayer HealthCare,OWN
927444,5 years,Lab corp of America,OWN
812339,4 years,Pitt Memorial Hospital,OWN
944983,4 years,Blue Shield of California,OWN
766347,5 years,Fertility Centers Of IL,OWN
1210693,9 years,Harbor freight tools,OWN
712400,5 years,BBRG,OWN
1166185,5 years,Perry Equipment Corperation,OWN
671052,8 years,West Coast Drywall and Paint,OWN
708166,< 1 year,Scotts MiracleGro,OWN
1010388,5 years,Key Bank,OWN
822072,3 years,virginia air distributors,OWN
757198,< 1 year,Winthrop University Hospital/CMA,OWN
759596,3 years,NYS DCJS,OWN
856648,10+ years,"Hedwig House, inc",OWN
939774,3 years,German Motors,OWN
673802,1 year,Cardinal Health,RENT
832899,10+ years,University of Redlands,RENT
770562,2 years,MARR Inc.,RENT
773870,2 years,Bass Pools,RENT
751973,2 years,SVB Financial Group,RENT
770739,3 years,OneSource Distributors,RENT
694902,3 years,American Dental Concepts,RENT
776018,5 years,ACS,RENT
682034,5 years,cnsi,RENT
1082090,5 years,Bristol-Myers Squibb,RENT
1235849,5 years,rabobank,RENT
906553,6 years,Barnett Associates,RENT
1085045,< 1 year,Metropolitan Home Mortgage,RENT
668483,< 1 year,Employee Incentive Plan,RENT
759585,2 years,The Chateauville Foundation,RENT
772129,3 years,Baltimore Sun Media Group,RENT
768059,5 years,West Pharmaceutical Services,RENT
670604,1 year,Kraft Foods,RENT
667206,2 years,Mount Olive High School,RENT
771786,3 years,Gavekal Capital,RENT
670256,< 1 year,"NBS, LLC",RENT
736345,1 year,E&M,RENT
852691,1 year,"Netflix, Inc",RENT
795930,1 year,Pulaski Bank,RENT
1212145,1 year,Consolidated Technologies  Inc,RENT
857734,1 year,Ipendo Inc.,RENT
925625,1 year,Menifee Bible Church,RENT
886754,10+ years,department of health,RENT
843376,10+ years,Belaire Condo,RENT
721831,10+ years,affinia dumont,RENT
1001486,10+ years,Kroger,RENT
1053021,10+ years,Village of Monroe Police Department,RENT
1089696,10+ years,Transamerica,RENT
1081995,10+ years,Geotechnical Testing Services,RENT
936300,10+ years,american precions spring,RENT
758427,10+ years,Communications & Power Industries Inc.,RENT
974799,2 years,Nicholas  and  Associates  Inc.,RENT
666482,2 years,L.A. County Sheriffs Dept.,RENT
1054014,2 years,Old Derby Animal Hospital,RENT
830714,2 years,Harcos Labs,RENT
686571,2 years,HCVT,RENT
753826,3 years,ConSol,RENT
728519,3 years,Dick's Sporting Goods,RENT
801180,3 years,North Carolina State Employees Credit Union,RENT
744247,3 years,Vector Security,RENT
686216,3 years,Winchester Neurological Consultants,RENT
702541,3 years,ECS Cmposites,RENT
954335,3 years,catholic charities,RENT
693241,3 years,Build.com,RENT
1280317,3 years,Bartlett Regional Hospital,RENT
932720,4 years,Wisconsin Department Of Corrections,RENT
897928,4 years,pacific specialty insurance,RENT
793134,4 years,Intellicheck Mobilisa Inc.,RENT
935682,5 years,IRJ Engineers,RENT
888812,5 years,Adler Fels Winery,RENT
686417,5 years,Village of Groveport,RENT
877181,5 years,"Reit Management & Research, LLC",RENT
922822,5 years,Willsub,RENT
909300,6 years,Fishermen's Hospital,RENT
902546,6 years,Dana Farber Cancer Institute,RENT
812400,7 years,Cornell Cooperative Extension Albany Cou,RENT
790622,7 years,orgill inc,RENT
966178,7 years,Sedgwick CMS,RENT
945902,8 years,"Kofsky, Hartman & Weinger",RENT
682846,9 years,King's College,RENT
863464,9 years,,RENT
733134,< 1 year,Shelter Management,RENT
693779,< 1 year,VNA Private Care,RENT
733140,< 1 year,Willamette Spine Center,RENT
695272,6 years,Anne Arundel Medical Center,RENT
878607,9 years,Computers and Beyond,RENT
930813,1 year,Prairie Family Therapy,RENT
834610,10+ years,Milwaukee County Government,RENT
704203,10+ years,Congregation B.J.B.E.,RENT
953694,10+ years,E.L. Hamm  and  Associates,RENT
896542,10+ years,McPherson's Jewelry,RENT
800884,3 years,Ohio Department of Transportation,RENT
682603,3 years,NORDCO  INC,RENT
693334,3 years,corfini gourmet,RENT
775168,3 years,Moore County Government,RENT
826260,5 years,cnsi,RENT
948098,5 years,Neumuth Advertising,RENT
796209,5 years,Clark Funeral Home,RENT
812512,6 years,Becoming Independent,RENT
694350,6 years,The Lightstone Group,RENT
732692,8 years,Patterson Dental,RENT
672384,9 years,Barnes & Noble,RENT
787428,< 1 year,Dotmenu,RENT
967857,< 1 year,PFI tech,RENT
822726,< 1 year,Lake Mary Preparatory School,RENT
759343,< 1 year,DealerSocket Inc,RENT
693722,< 1 year,Darlene group,RENT
764516,< 1 year,Bloomberg L.P.,RENT
1064080,10+ years,cicinnati children hospital (CCHMC),RENT
671910,2 years,Skarven Enterprises  Inc.,RENT
667245,4 years,Komatsu America Corporation,RENT
901926,5 years,Brown Borthers Harriman,RENT
1089830,6 years,all american youth activitiies of ohio,RENT
717963,9 years,county of albemarle,RENT
927400,10+ years,Sentry Insurance,RENT
697319,2 years,UPMC,RENT
680294,2 years,MediMedia,RENT
706946,< 1 year,,RENT
868493,10+ years,Paychex,RENT
942479,10+ years,City of Petaluma,RENT
711399,10+ years,Foster farms,RENT
1050148,10+ years,Babylon Central Fire & Rescue Alarm,RENT
833205,2 years,Buildium,RENT
954732,2 years,Hilton Worldwide,RENT
790584,2 years,,RENT
771784,2 years,,RENT
931671,2 years,Elephant Bar,RENT
702596,2 years,Jimex Corporation,RENT
1045477,3 years,Ocean Duke Corporation,RENT
877945,3 years,"Cho-Yeh Camp and Conference Center, Inc",RENT
811163,3 years,Invesco,RENT
1100129,3 years,Nordstrom,RENT
742728,3 years,AMTRAK,RENT
784269,3 years,My Gym Children's Fitness Center,RENT
840756,4 years,,RENT
765659,4 years,eChalk,RENT
1051563,5 years,Sasquatch Advertising,RENT
752223,6 years,SDI Media,RENT
977577,7 years,Univ. of California,RENT
762729,7 years,washington radiology associates,RENT
678941,9 years,Township of North Bergen,RENT
781460,9 years,Mass General Hospital,RENT
680117,< 1 year,Mile High Banks,RENT
1005837,< 1 year,Obiter Research,RENT
680758,< 1 year,Expedia,RENT
718361,< 1 year,Open Line Group Homes,RENT
822742,< 1 year,Southwest Florida Home Care,RENT
868383,10+ years,Eagle Creek Golf and Country Club,RENT
724683,1 year,EL DORADO FURNITURE,RENT
1267109,1 year,Dover Downs Hotel and Casino,RENT
1285448,10+ years,Mount Diablo Unified School District,RENT
876950,10+ years,M-NCPPC,RENT
982220,10+ years,K&L Gates,RENT
1203088,10+ years,Ryans Drive-Thru Cleaners,RENT
789182,10+ years,Advanced Micro Devices Inc.,RENT
1033744,10+ years,"PPD, Inc.",RENT
863948,10+ years,St. Cloud State University,RENT
1015999,2 years,Contra Costa Community College District,RENT
972482,2 years,Montgomery County Community College,RENT
802121,2 years,state of ohio,RENT
948287,3 years,Crossroads Services Group,RENT
887741,3 years,,RENT
951232,3 years,Nestle Purina,RENT
959738,3 years,Civilian Complaint Review Board,RENT
952761,4 years,Us air force,RENT
674604,5 years,Ennis Knupp,RENT
831021,5 years,IBM,RENT
948790,5 years,Akima Logistics Services,RENT
1052469,5 years,Westaff,RENT
1042842,5 years,Union Pacific Railroad,RENT
1041198,5 years,Terracon Consulting,RENT
700269,7 years,pse&g,RENT
1006691,8 years,Skyline Vet Hospital,RENT
908000,8 years,Mcdonald atv,RENT
882793,9 years,Oce Business Services,RENT
1027654,9 years,Brooklyn Museum,RENT
871102,< 1 year,DeVry University,RENT
1266894,< 1 year,Barclays Capital,RENT
1027671,< 1 year,NCI Information Systems Inc.,RENT
956708,1 year,CarMax AutoSupestore,RENT
962561,1 year,MLS PIN,RENT
639878,3 years,ernst Young,RENT
1233038,8 years,NLACRC,RENT
852982,9 years,jewel osco,RENT
970127,9 years,TJ's Window Cleaning,RENT
1268064,10+ years,Coventry Health Care,RENT
1234944,4 years,Flowplay,RENT
696224,4 years,Harris Bank,RENT
1158457,5 years,McDanel Advanced Ceramics Technologies,RENT
702469,1 year,Morgans Hotel Group,RENT
800779,1 year,Purebred Breeders,RENT
1014423,1 year,Universal Orlando,RENT
786661,10+ years,Dow Jones & Co,RENT
1044236,10+ years,Paul Effman Music,RENT
949842,10+ years,Givens Group Inc.,RENT
968394,2 years,Fishkill Correctional Facility,RENT
670745,2 years,Germfree Laboratories,RENT
1029375,3 years,Advanced Technology Services,RENT
937880,3 years,BCB community bank,RENT
1016508,3 years,Nasser Company Inc,RENT
729057,3 years,Dr. Bott LLC,RENT
707041,3 years,CW Clark Inc,RENT
1281237,3 years,Wellmont,RENT
950669,4 years,Pentegra Retirement Services,RENT
1276859,4 years,pace computer solutions,RENT
878248,5 years,Pay-Net,RENT
773506,5 years,Verizon wireless,RENT
1051744,5 years,imetris corp,RENT
833239,6 years,The Harker School,RENT
862405,6 years,New Jersey Apartment Association,RENT
867304,7 years,Wolters Kluwer,RENT
765641,< 1 year,"ACS, Inc.",RENT
822760,< 1 year,Marketing Evolution,RENT
662136,< 1 year,Vertex Environmental Services,RENT
811970,< 1 year,Complete Discovery Source,RENT
670337,1 year,Starwood Hotels,RENT
1069676,1 year,Steven Wendroff CPA,RENT
670063,10+ years,Benjamin Moore Paints,RENT
1000264,2 years,SC Aquarium,RENT
1065485,3 years,South Nassau Communities Hospital,RENT
673644,6 years,The Ohio Masonic Home,RENT
766822,10+ years,Hennes and Mauritz,RENT
670316,4 years,Driscolls Strawberry Associates,RENT
820895,1 year,Barnes & Noble,RENT
949403,1 year,Silverdale Dentistry,RENT
903158,1 year,"Anton Collins Mitchell, LLP",RENT
879479,1 year,Hospice Care of South Carolina,RENT
774091,1 year,Ritz Carlton,RENT
931440,10+ years,King Soopers,RENT
270212,2 years,Witron Intergrated logistics,RENT
1269512,2 years,Memorial Hermann Hospital,RENT
887028,2 years,VIP Honda,RENT
964858,3 years,SES,RENT
834802,3 years,"Bridgestone Retail Operations, LLC",RENT
980873,4 years,Jackson Memorial Hospital,RENT
681025,4 years,Brown  and  Cullen  Inc,RENT
683233,4 years,Fred Meyer,RENT
1069011,4 years,Joyce and Reyes Law Firm,RENT
929652,4 years,RCPMS,RENT
1228886,5 years,Quik Trip,RENT
925608,5 years,LISI,RENT
823624,5 years,Versacold Logistics Services,RENT
854535,6 years,Mercedes Benz of Greenwich,RENT
1250807,< 1 year,Bank of America,RENT
672082,< 1 year,lynsmith chevrolet,RENT
1030384,10+ years,"Franklin County, Ohio",RENT
1263161,2 years,Washington State Patrol,RENT
1240260,2 years,Emeritus Senior Living - Big Sky Senior Living,RENT
755783,3 years,United Process,RENT
884338,3 years,MetroPCS,RENT
964110,5 years,Orange county transit,RENT
864822,8 years,Center for Court Innovation,RENT
953035,< 1 year,Madison Technology,RENT
1058610,2 years,Redwood Healthcare Staffing,RENT
929871,1 year,CT Department of Public Safety,RENT
764948,1 year,Here Media,RENT
876944,10+ years,Ally Bank,RENT
722048,10+ years,ABF Freight systms,RENT
828596,10+ years,st. lukes hospital,RENT
697882,2 years,Compliance Technologies International,RENT
767961,2 years,Nordstrom,RENT
671857,2 years,Allegiance Staffing,RENT
683051,2 years,Nordstrom,RENT
697707,3 years,Infor global solutions,RENT
889516,7 years,State of Nevada Dept. of Transportation,RENT
1260621,7 years,WISCONSIN STATE LEGISLATURE,RENT
983915,9 years,Bratchers Market,RENT
1062343,2 years,BCS Financial Corporation,RENT
796855,3 years,harris teeter,RENT
701744,< 1 year,Quadramed,RENT
679147,1 year,"Pretzel& Stouffer, Chartered",RENT
1008432,3 years,Gaylord Hotels,RENT
916295,5 years,TDS Telecom,RENT
1201465,10+ years,Men on the Move,RENT
772525,10+ years,,RENT
913650,10+ years,Chenega Operations Services,RENT
1007697,2 years,roper st. francis healthcare,RENT
859268,2 years,Bridgestone,RENT
820632,2 years,ssc,RENT
764736,3 years,Hoffman Lexus,RENT
1205342,4 years,Johnson County,RENT
898400,6 years,OhioHealth/HomeReach,RENT
769347,6 years,Hanson Distributing,RENT
1270698,7 years,SunTrust Bank,RENT
901838,7 years,Tucker Griffin Barnes P.C.,RENT
1071808,7 years,Pibly Residential Programs Inc.,RENT
825788,7 years,"Hartford Hospital,cardiology department",RENT
801545,< 1 year,MIAMI CHILDREN'S HOSPITAL,RENT
709490,< 1 year,Community Bank,RENT
775271,< 1 year,"OptionEase, Inc",RENT
1220139,10+ years,BUILDING SERVICES 32BJ LEGAL SERVICES FU,RENT
752292,2 years,South Nassau Communities Hospital,RENT
847008,7 years,dazmedia inc,RENT
921881,7 years,att mobility,RENT
785781,1 year,Proctor & Gamble,RENT
912820,1 year,Law Offices of Roslyn Soudry,RENT
668274,2 years,Dr. Pedro Farinha,RENT
965508,2 years,NCR Corporation,RENT
856819,2 years,Montgomery Early Learning Centers,RENT
721362,2 years,Lydia Home Association,RENT
868907,3 years,Montgomery County Department of Public Safety,RENT
878668,3 years,55 E Ontario Street Restaurant Co,RENT
900580,5 years,Fort Lewis College,RENT
684394,5 years,Cleary Gottlieb,RENT
979179,6 years,City of Hope,RENT
1285172,9 years,Interstate Warehousing,RENT
760136,10+ years,Waste Services Inc,RENT
1285001,10+ years,Sherwin-Williams Company,RENT
672478,2 years,Ivan Bullock State Farm,RENT
756248,2 years,bmw financial services,RENT
676408,4 years,Lawrence Toyota,RENT
720341,1 year,JPMorgan Chase,RENT
926464,2 years,Aspen Tire @ auto,RENT
727429,3 years,AMN Healthcare,RENT
891245,4 years,JPMorgan Chase,RENT
683521,4 years,Hubbard Supply Co.,RENT
739096,8 years,Sierra Foothill lab,RENT
920770,9 years,Comcast cable,RENT
917632,1 year,Pub & Kitchen,RENT
1242534,2 years,Windermere,RENT
669840,10+ years,City of Hope National Medical Center,RENT
845977,10+ years,Novant Health,RENT
631898,2 years,Wachter Electric,RENT
880551,3 years,Premier Cardiology,RENT
1080423,6 years,concord toyota,RENT
702868,8 years,Multek Flexible Circuits Inc,RENT
671226,2 years,Park Nicollet Health Systems,RENT
863389,5 years,Columbia University Medical Center,RENT
1004801,4 years,Charles George VAMC,RENT
885129,2 years,Our Lady of Peace,RENT
686428,2 years,gmbh trierer,RENT
526930,4 years,Helicopter Support Inc,RENT
924140,< 1 year,Ottawa University,RENT
934669,2 years,Organogenesis Inc,RENT
723039,< 1 year,Illinois State Police Forensic Services,RENT
677800,4 years,Howard University Hospital,RENT
931644,4 years,ARK Systems Inc,RENT
776603,1 year,Everest College,RENT
890431,2 years,Morrow-Meadows Co.,RENT
1042821,5 years,Resource Financial Group,RENT
759981,4 years,W hotel,RENT
939075,< 1 year,Sports Care and Physical Rehabilitation,RENT
769337,6 years,Diebold,RENT
687278,1 year,Chozyn,RENT
765305,10+ years,Mesa Public Schools,MORTGAGE
675634,8 years,Towers Watson,MORTGAGE
1239998,10+ years,Pioneer Power INC.,MORTGAGE
692990,3 years,"EMATS, Inc",MORTGAGE
836220,4 years,White County BOC,MORTGAGE
674245,7 years,University of Virginia,MORTGAGE
904351,10+ years,Department of Juvenile Justice,MORTGAGE
1047936,2 years,Advent Financial,MORTGAGE
773871,3 years,honeywell int.,MORTGAGE
957822,9 years,Big V Country Mart,MORTGAGE
839297,10+ years,Fidelity Technologies,MORTGAGE
931481,6 years,West Plains Electric Controls and Auto.,MORTGAGE
745983,10+ years,john hopkins bayview medical center,MORTGAGE
1042089,7 years,Doco,MORTGAGE
1287930,3 years,Kaiser Permanente,MORTGAGE
957761,10+ years,FBI,MORTGAGE
995327,10+ years,ibew local 369,MORTGAGE
990975,6 years,APL FEDERAL CREDIT UNION,OWN
671293,3 years,Jacobs Industrial Services,OWN
870173,3 years,"Restaurant Technologies,Inc.",OWN
759147,10+ years,phelps correctional,OWN
247802,< 1 year,The Coggins Co.,RENT
1057561,6 years,Gatehouse Media-The Massillon Independen,RENT
667397,3 years,doubletree hotel,RENT
1050269,10+ years,Walgreens,RENT
829964,10+ years,Tillamook Family Counseling,RENT
1028834,3 years,Bemer Enterprises,RENT
929184,10+ years,EVERETT SCHOOL DISTRICT,RENT
817783,7 years,"Mac-Gray Services, Inc.",RENT
879324,5 years,US Training Center,RENT
845705,6 years,Norris & Tunstall,RENT
877208,1 year,PennyMac Loan Services,RENT
1258696,10+ years,dj powers,MORTGAGE
1097393,10+ years,s&k / air power,MORTGAGE
730106,2 years,"Adams, Hoefer, Holwadel & Eldridge",MORTGAGE
856141,1 year,Market Source,MORTGAGE
1238790,10+ years,University of Rochester,MORTGAGE
1097284,10+ years,IDF,MORTGAGE
1048219,10+ years,State of Missouri,MORTGAGE
1225894,10+ years,Sarasota County School Board,MORTGAGE
1092711,2 years,Mayo Clinic,MORTGAGE
955950,3 years,Flowers Baking Co,MORTGAGE
909889,4 years,"Musser Architects, Inc.",MORTGAGE
1211821,5 years,Rawhide Electric,MORTGAGE
864297,5 years,City of White Plains,MORTGAGE
893342,5 years,nfcu,MORTGAGE
922547,5 years,Gwinnett County Public Schools,MORTGAGE
721708,7 years,Fifth Third Bank,MORTGAGE
877817,8 years,Dyncorp International,MORTGAGE
1010902,8 years,Us army,MORTGAGE
932155,< 1 year,Battery Worx Inc,MORTGAGE
677016,< 1 year,Butler Toyota,MORTGAGE
700619,1 year,Costco,MORTGAGE
977043,10+ years,Leavers Lace Corp,MORTGAGE
941419,2 years,Seaboard Foods,MORTGAGE
718013,5 years,AMO,MORTGAGE
792527,7 years,State of Georgia,MORTGAGE
810700,2 years,El Segundo Coal Co,MORTGAGE
1191172,5 years,Gretchen's House Inc.,MORTGAGE
762092,9 years,USMC,MORTGAGE
779773,10+ years,union pacific rail roads,MORTGAGE
1188090,10+ years,Merrill Lynch,MORTGAGE
727359,10+ years,METROPOLITAN MICRODATA,MORTGAGE
904315,2 years,Gainsco Inc,MORTGAGE
1202183,9 years,Spokane Community College,MORTGAGE
774744,1 year,Miller-Motte College,MORTGAGE
827741,10+ years,Blockbuster,MORTGAGE
912148,10+ years,mayo clinic,MORTGAGE
960423,10+ years,Klauber Bros Inc,MORTGAGE
934178,10+ years,Jefferson County Public Schools,MORTGAGE
918978,10+ years,State Of Michigan,MORTGAGE
930286,2 years,con-way freight,MORTGAGE
1264635,3 years,Alabama Coalition Against Domestic Viole,MORTGAGE
1267152,4 years,Fairless Citgo,MORTGAGE
909510,5 years,Assumption church,MORTGAGE
805543,5 years,morrison clark,MORTGAGE
931442,10+ years,Racine Unified School District,MORTGAGE
1043614,3 years,Sparta Township Board of Education,MORTGAGE
1030742,2 years,USMC,MORTGAGE
866258,3 years,Fisher-Price,MORTGAGE
936856,5 years,Berkeley County Council,MORTGAGE
789970,6 years,Wal-Mart Distribution center,MORTGAGE
1068365,8 years,ILLINOIS STATE POLICE,MORTGAGE
845814,9 years,coyne textile services,MORTGAGE
845698,9 years,,MORTGAGE
821581,10+ years,Navy,MORTGAGE
1214995,10+ years,Los Angeles Junior College District,MORTGAGE
929166,10+ years,Rockingham County Schools,MORTGAGE
1230332,10+ years,Sarasota memorial hospital,MORTGAGE
1098696,2 years,Yama Asian Fusion,MORTGAGE
887323,5 years,general atomics,MORTGAGE
1274957,10+ years,Pasadena ISD,MORTGAGE
951492,5 years,Desert Regionl Medical Center,MORTGAGE
972551,10+ years,City of Broken Arrow,MORTGAGE
987611,10+ years,DaVita,MORTGAGE
948852,5 years,Earthwell nergy management,MORTGAGE
1264434,8 years,Shepherd Center,MORTGAGE
1087769,9 years,Core-Mark,MORTGAGE
1049321,< 1 year,Clinical Computer Systems  Inc,MORTGAGE
1040048,10+ years,Pinellas Auto,MORTGAGE
1220872,< 1 year,shaw group,MORTGAGE
985845,10+ years,treat america ltd,MORTGAGE
745975,4 years,Keville Entgerprises,MORTGAGE
668486,4 years,Safetec of America Inc.,MORTGAGE
1085532,6 years,Heritage Bank,MORTGAGE
1258012,< 1 year,save a lot,MORTGAGE
899122,10+ years,Yakima Valley Credit Union,MORTGAGE
984368,10+ years,Shepardville Construction,MORTGAGE
716659,10+ years,Dr Pasquale Malpeso,MORTGAGE
954929,3 years,White Mountain Apache Tribe,MORTGAGE
913509,4 years,AC Coin and Slot Service Company,MORTGAGE
900809,< 1 year,OMI,MORTGAGE
1109221,2 years,wells fargo home mortgage,MORTGAGE
1046965,10+ years,Hemlock Public Schools,MORTGAGE
1268175,10+ years,"Pomoco Group, Inc.",MORTGAGE
718788,2 years,The SSI Group,MORTGAGE
1210464,3 years,Fronterra Integrated Geosciences,MORTGAGE
676110,4 years,Hi-Line Engineering,MORTGAGE
684165,4 years,AOC,MORTGAGE
1098976,5 years,Princess Cruises,MORTGAGE
972827,9 years,Allied Home Mortgage Corporation,MORTGAGE
728063,10+ years,accord eng,MORTGAGE
863699,10+ years,tx dept of public safety,MORTGAGE
909884,2 years,Capgemini,MORTGAGE
762612,4 years,Cornerstone Appraisal Services,MORTGAGE
864798,5 years,Sunbeam Television,MORTGAGE
1279521,7 years,Family Preservation services of Fl,MORTGAGE
963641,< 1 year,PointBank,MORTGAGE
752350,4 years,Southwestern Bell,MORTGAGE
1266201,10+ years,,MORTGAGE
896055,4 years,EverTran Solutions,MORTGAGE
1031964,7 years,united states postal service,MORTGAGE
1238742,6 years,Universal Forest Products,MORTGAGE
1046714,10+ years,JPMorgan,MORTGAGE
1201269,10+ years,Kirby school district 140,MORTGAGE
791260,5 years,commonwealth of massachusetts,MORTGAGE
883507,7 years,Buckeye Partners,MORTGAGE
1060292,10+ years,Illinois Army National Guard,MORTGAGE
1097026,10+ years,enipetroleumusa,MORTGAGE
664771,2 years,Sybron Implant Solutions,MORTGAGE
1188809,3 years,Assa Abloy,MORTGAGE
690953,4 years,,MORTGAGE
718036,5 years,Sayreville Board of Education,MORTGAGE
1211573,6 years,Burroughs & Chapin Company,MORTGAGE
775310,10+ years,AmerisourceBergen,MORTGAGE
1126372,1 year,GE Healthcare,MORTGAGE
1013444,5 years,Kendall Hunt,MORTGAGE
1041891,9 years,red mccombs hyundai nw,MORTGAGE
1033342,3 years,Guild Mortgage,MORTGAGE
858937,2 years,Blockbuster,OWN
831911,2 years,Holy Trinity Serbian Orthodox Church,OWN
772091,6 years,Startek,OWN
773589,1 year,Morgan Stanley,OWN
1030340,< 1 year,State Farm,OWN
1285330,10+ years,TRUE VALUE COMPANY,OWN
700782,3 years,starbucks,OWN
1261997,5 years,Loudoun County Public Schools,OWN
1033736,6 years,Nikken Inc,OWN
1248799,4 years,ADP,OWN
870297,9 years,Kelly Towers Associates,OWN
690608,10+ years,City National Bank,OWN
767275,2 years,NBCI DOC,OWN
1288609,3 years,Texas A&M University,OWN
1200632,6 years,Sweetwater School District #1,OWN
1273032,5 years,1ST FRANKLIN FINANCIAL CORP,OWN
1275880,6 years,"Champion Realty, Inc.",OWN
1014719,9 years,Bellevue hospital,OWN
861572,3 years,Portamedic,OWN
1194650,10+ years,l-3 communications,OWN
985372,< 1 year,ace metal craft,OWN
839834,6 years,Nationwide Insurance,OWN
1265314,2 years,U Store It,OWN
795970,< 1 year,Target,OWN
1256393,2 years,Dorn VA Medical Center,OWN
1223825,9 years,carmelo policaro construction,OWN
1105724,< 1 year,Hotel on Rivington,RENT
777524,6 years,The Rockefeller University,RENT
1050722,1 year,Harbor Chase of Rockhill,RENT
1075379,1 year,Bay Area News Group,RENT
747205,10+ years,City of San Clemente,RENT
1286556,10+ years,Northern Trust Company,RENT
1201461,10+ years,"Walmart Stores, Inc.",RENT
772892,10+ years,Oce Business Services /DBA DELOITTE,RENT
689575,2 years,City of Lake Lotawana,RENT
1236440,2 years,American Lake Credit Union,RENT
709878,4 years,State of missouri,RENT
1084187,6 years,Graphic Productions,RENT
