LoanID,MemberID,IssueDate,LastPaymentDate,NextPaymentDate,LastCreditPullDate,AddressState,LoanAmount,TotalPayment,Installment,InterestRate,DTI,AnnualIncome,TotalAcc
505629,651615,10-04-2021,13-05-2021,13-06-2021,16-04-2021,NY,25000,31676,879.85,0.1607,0.1578,95004.0,32
441359,535375,09-09-2021,10-12-2021,10-01-2022,10-11-2021,IL,14300,16342,497.86,0.1531,0.137,68500.0,13
716938,910949,11-04-2021,14-04-2021,14-05-2021,16-05-2021,OH,17000,21522,597.84,0.1602,0.1862,100079.0,19
624565,800379,10-12-2021,13-07-2021,13-08-2021,13-07-2021,CA,17500,21458,598.88,0.1409,0.1996,57000.0,29
385081,416582,09-03-2021,11-05-2021,11-06-2021,16-05-2021,OH,15250,18630,529.05,0.1505,0.1176,45500.0,17
987465,1211445,11-10-2021,13-05-2021,13-06-2021,15-09-2021,AR,30000,36611,1078.27,0.1758,0.0599,200000.0,26
895589,1116140,11-10-2021,14-01-2021,14-02-2021,16-05-2021,TX,12000,15043,426.47,0.1677,0.0052,60000.0,19
555060,714893,10-07-2021,13-08-2021,13-09-2021,13-08-2021,GA,7200,9013,250.34,0.1521,0.1157,50004.0,23
498979,640215,10-04-2021,10-12-2021,10-01-2022,10-12-2021,WA,25000,26982,861.63,0.1459,0.2272,250000.0,34
436807,523735,09-09-2021,12-01-2021,12-02-2021,16-05-2021,CO,20000,24532,689.51,0.1461,0.158,84000.0,52
382085,411117,09-03-2021,12-03-2021,12-04-2021,16-04-2021,NY,15000,18567,515.74,0.1442,0.1225,72000.0,31
633248,811233,10-12-2021,14-01-2021,14-02-2021,15-12-2021,TX,22000,27105,752.87,0.1409,0.1726,65000.0,28
556372,716437,10-08-2021,13-08-2021,13-09-2021,16-05-2021,IL,25000,31456,873.76,0.1558,0.13,78000.0,38
842052,1052664,11-08-2021,14-07-2021,14-08-2021,14-08-2021,MI,14000,17618,489.58,0.1562,0.1729,80000.0,22
350713,352918,08-07-2021,11-07-2021,11-08-2021,11-06-2021,KS,4000,4825,134.03,0.1261,0.1092,143123.0,36
579151,744639,10-09-2021,12-08-2021,12-09-2021,12-09-2021,TX,8500,10191,295.54,0.1521,0.1139,42996.0,25
446474,546046,09-10-2021,12-10-2021,12-11-2021,12-10-2021,NY,5000,6236,173.23,0.1496,0.1192,110000.0,17
552819,712332,10-08-2021,12-07-2021,12-08-2021,16-03-2021,KY,12000,14699,421.59,0.1595,0.2276,72500.0,54
637120,816158,11-01-2021,14-01-2021,14-02-2021,16-05-2021,NJ,25000,31126,864.56,0.1483,0.0894,130000.0,32
1032261,1261923,11-12-2021,14-12-2021,14-01-2022,16-02-2021,TX,20000,25588,710.77,0.1677,0.1043,65000.0,21
396145,436167,09-05-2021,12-05-2021,12-06-2021,12-05-2021,KY,13000,16163,448.98,0.1474,0.1639,35000.0,9
575536,740264,10-09-2021,13-09-2021,13-10-2021,16-04-2021,NY,13750,17392,483.07,0.1595,0.2072,100000.0,38
979826,1202980,11-10-2021,12-09-2021,12-10-2021,16-05-2021,GA,9150,10362,323.0,0.1629,0.2233,76000.0,36
965623,1186256,11-09-2021,14-03-2021,14-04-2021,16-05-2021,AR,5000,6330,177.7,0.1677,0.2382,82000.0,28
726552,921970,11-04-2021,14-05-2021,14-06-2021,16-05-2021,NJ,12000,15139,419.82,0.1565,0.2174,52000.0,18
421115,494824,09-06-2021,11-05-2021,11-06-2021,16-05-2021,CA,10000,11970,343.83,0.1442,0.08,60000.0,14
1052830,1284377,11-12-2021,14-06-2021,14-07-2021,16-04-2021,WA,18000,23003,644.18,0.1727,0.0975,140000.0,29
475332,601607,10-01-2021,13-01-2021,13-02-2021,13-02-2021,IL,23000,28687,796.84,0.1496,0.0837,106050.0,40
475121,601257,10-01-2021,13-03-2021,13-04-2021,16-05-2021,WA,10000,13218,351.58,0.16,0.2101,86400.0,63
496799,636671,10-03-2021,12-04-2021,12-05-2021,12-04-2021,PA,9950,12094,344.74,0.1496,0.164,108000.0,37
429510,501887,09-07-2021,12-02-2021,12-03-2021,12-02-2021,TX,13000,15913,444.98,0.1411,0.1751,66000.0,41
370224,386870,09-01-2021,11-08-2021,11-09-2021,15-12-2021,NV,14075,17378,486.11,0.1474,0.1142,70404.0,37
448111,549444,09-10-2021,12-10-2021,12-11-2021,15-06-2021,WA,19000,24165,671.26,0.1635,0.215,112921.0,49
300918,300896,08-03-2021,11-04-2021,11-05-2021,16-05-2021,PA,16000,19827,550.74,0.145,0.2227,95827.0,24
430804,511074,09-08-2021,12-08-2021,12-09-2021,16-02-2021,MO,15000,18986,527.36,0.16,0.0783,70000.0,41
971178,1192687,11-10-2021,14-11-2021,14-12-2021,16-05-2021,MD,24000,31855,884.85,0.1942,0.2366,96000.0,32
643201,823165,11-01-2021,14-01-2021,14-02-2021,14-01-2021,MA,20000,25826,717.35,0.1743,0.1491,101000.0,24
435880,521153,09-09-2021,11-03-2021,11-04-2021,15-05-2021,TX,20000,23795,710.03,0.167,0.218,90000.0,57
489457,624503,10-03-2021,13-03-2021,13-04-2021,13-03-2021,FL,16000,20699,574.91,0.1756,0.1952,67000.0,18
654382,836874,11-01-2021,14-02-2021,14-03-2021,16-05-2021,SC,25000,32486,902.31,0.1788,0.1704,330000.0,34
818550,1026506,11-07-2021,14-08-2021,14-09-2021,16-05-2021,NY,7500,9991,277.55,0.1969,0.2096,175000.0,41
514508,665086,10-05-2021,13-05-2021,13-06-2021,16-03-2021,CA,25000,32008,889.09,0.1682,0.1336,86028.0,24
767054,968092,11-06-2021,12-08-2021,12-09-2021,12-08-2021,OK,24000,27354,888.14,0.1969,0.0466,100000.0,12
675827,863674,11-02-2021,13-11-2021,13-12-2021,16-05-2021,MA,10625,13475,375.65,0.164,0.217,34560.0,10
391152,426878,09-06-2021,11-01-2021,11-02-2021,15-07-2021,KS,4000,4753,141.26,0.1632,0.2089,97000.0,34
561418,722522,10-08-2021,13-08-2021,13-09-2021,13-08-2021,VA,20000,25607,711.27,0.1682,0.1903,93000.0,27
381874,410493,09-03-2021,11-09-2021,11-10-2021,16-04-2021,AZ,18000,22805,638.46,0.1663,0.2298,62200.0,21
657666,841080,11-02-2021,14-03-2021,14-04-2021,14-03-2021,MD,24250,30908,857.36,0.164,0.1741,60996.0,24
879011,1093917,11-09-2021,14-10-2021,14-11-2021,16-04-2021,NY,30000,39392,1094.23,0.1864,0.1809,166000.0,49
872736,1086945,11-09-2021,14-03-2021,14-04-2021,16-04-2021,NY,35000,45955,1288.1,0.1929,0.1657,125000.0,22
379586,406190,09-02-2021,11-12-2021,11-01-2022,16-05-2021,NV,20000,25592,712.54,0.1695,0.1574,115000.0,40
460109,573968,09-11-2021,12-08-2021,12-09-2021,16-05-2021,IL,16000,20303,565.27,0.1635,0.1876,189000.0,40
803027,990718,11-07-2021,12-03-2021,12-04-2021,16-05-2021,MO,25000,27770,903.69,0.1799,0.1707,72400.0,22
473486,598415,10-01-2021,13-01-2021,13-02-2021,13-02-2021,VA,24000,30974,860.34,0.1739,0.15,127000.0,30
549133,707890,10-07-2021,12-12-2021,12-01-2022,12-12-2021,WA,14000,17770,500.47,0.1719,0.0547,96500.0,12
805764,1011845,11-07-2021,14-08-2021,14-09-2021,14-10-2021,DC,11000,14314,397.63,0.1799,0.0616,90369.0,14
434197,517816,09-08-2021,11-12-2021,11-01-2022,15-04-2021,OH,20000,21933,619.5,0.167,0.2206,62000.0,33
1007826,1234245,11-11-2021,12-10-2021,12-11-2021,16-05-2021,CA,30000,34662,1100.14,0.1903,0.1635,81840.0,63
444901,542970,09-10-2021,12-03-2021,12-04-2021,16-05-2021,MI,25000,31473,883.23,0.1635,0.1432,144996.0,26
428433,506942,09-08-2021,11-02-2021,11-03-2021,16-02-2021,VA,14000,16812,497.02,0.167,0.1275,70000.0,62
619285,793761,10-11-2021,12-08-2021,12-09-2021,16-04-2021,CT,20000,24120,702.65,0.1595,0.0817,95500.0,20
382432,411900,09-03-2021,12-01-2021,12-02-2021,12-01-2021,FL,12000,15315,420.02,0.1568,0.1421,80000.0,12
653823,836184,11-01-2021,12-05-2021,12-06-2021,15-02-2021,KS,12000,14063,424.26,0.164,0.1463,93000.0,27
1025160,1254299,11-11-2021,14-04-2021,14-05-2021,15-08-2021,CA,35000,45279,1276.6,0.1864,0.1491,146000.0,49
741236,939091,11-05-2021,12-02-2021,12-03-2021,12-02-2021,IL,35000,39727,1295.21,0.1969,0.0976,270000.0,21
834220,1044045,11-08-2021,14-04-2021,14-05-2021,16-05-2021,MN,30000,39307,1096.5,0.1879,0.1069,129996.0,23
444904,541672,09-10-2021,12-10-2021,12-11-2021,16-05-2021,MD,25000,31952,887.54,0.167,0.2477,150000.0,43
786825,990295,11-06-2021,13-05-2021,13-06-2021,16-05-2021,CA,35000,31381,904.17,0.1839,0.1612,300000.0,32
535485,691923,10-07-2021,12-07-2021,12-08-2021,13-02-2021,UT,25000,30810,884.5,0.1645,0.2489,170004.0,41
969191,1190399,11-10-2021,12-09-2021,12-10-2021,16-05-2021,AL,14800,16853,545.66,0.1942,0.2076,76700.0,63
609865,782210,10-11-2021,12-04-2021,12-05-2021,12-05-2021,OH,21600,25569,758.86,0.1595,0.1507,118000.0,30
518670,220660,10-05-2021,11-04-2021,11-05-2021,16-05-2021,MO,20000,22442,718.65,0.1756,0.1588,109500.0,67
799704,1004920,11-07-2021,13-03-2021,13-04-2021,16-05-2021,AK,20000,25144,740.12,0.1969,0.204,160000.0,30
605956,777349,10-11-2021,13-08-2021,13-09-2021,13-08-2021,TX,18000,22717,632.39,0.1595,0.0646,145000.0,24
440908,534432,09-09-2021,11-03-2021,11-04-2021,16-05-2021,IL,20000,23937,713.49,0.1704,0.1404,162000.0,37
853157,1065313,11-08-2021,13-03-2021,13-04-2021,13-03-2021,NC,6800,8312,247.17,0.1839,0.2102,70000.0,42
452450,558423,09-11-2021,12-11-2021,12-12-2021,16-05-2021,WV,22000,28529,792.47,0.1774,0.2281,64800.0,41
572690,736648,10-09-2021,10-12-2021,10-01-2022,16-02-2021,MO,25000,17590,608.58,0.1793,0.1032,155000.0,42
366553,378996,08-12-2021,09-08-2021,09-09-2021,15-05-2021,NY,20000,22085,712.54,0.1695,0.1361,150000.0,21
537110,693817,10-06-2021,12-11-2021,12-12-2021,12-12-2021,IL,22000,27853,786.45,0.1719,0.0951,65000.0,42
1001792,1227588,11-10-2021,14-08-2021,14-09-2021,16-05-2021,MD,22000,29035,811.12,0.1942,0.1384,108996.0,39
381180,408741,09-02-2021,12-03-2021,12-04-2021,16-03-2021,NH,12000,15391,427.53,0.1695,0.1653,90000.0,10
879169,1093985,11-09-2021,14-10-2021,14-11-2021,15-02-2021,NJ,33000,44413,1231.45,0.203,0.0635,220000.0,33
816779,1024548,11-07-2021,13-01-2021,13-02-2021,15-09-2021,TX,15000,18087,542.22,0.1799,0.2104,63830.0,25
379811,406623,09-02-2021,12-03-2021,12-04-2021,13-07-2021,MN,15000,19154,532.05,0.1663,0.2015,77544.0,9
732561,926753,11-04-2021,14-02-2021,14-03-2021,16-05-2021,TX,35000,44449,1237.42,0.164,0.2333,140000.0,48
986703,1210645,11-10-2021,14-11-2021,14-12-2021,16-04-2021,CT,14000,18409,510.64,0.1864,0.1642,357000.0,63
559361,720062,10-08-2021,11-08-2021,11-09-2021,11-08-2021,PA,15000,17210,533.45,0.1682,0.2342,105000.0,28
641509,821175,11-01-2021,11-07-2021,11-08-2021,11-07-2021,NJ,25000,26722,878.31,0.1595,0.1019,140000.0,32
441042,534437,09-09-2021,12-09-2021,12-10-2021,15-12-2021,CA,20000,26440,734.42,0.1913,0.0886,63000.0,36
540560,697878,10-07-2021,13-07-2021,13-08-2021,16-05-2021,CA,20500,26932,748.04,0.1867,0.1536,100000.0,37
515655,666537,10-05-2021,13-05-2021,13-06-2021,16-05-2021,CA,22800,29939,831.96,0.1867,0.1017,50400.0,32
663412,848304,11-02-2021,14-02-2021,14-03-2021,16-05-2021,GA,25000,33328,925.79,0.1974,0.1973,75000.0,20
398062,439230,09-05-2021,10-03-2021,10-04-2021,14-11-2021,CA,24000,16310,521.56,0.1726,0.1212,180000.0,44
463199,579814,09-12-2021,13-01-2021,13-02-2021,13-02-2021,VA,25000,32891,913.63,0.1878,0.1818,95000.0,25
388952,408396,09-07-2021,11-05-2021,11-06-2021,16-05-2021,KS,8000,9946,290.07,0.1821,0.1392,75000.0,34
657610,841005,11-01-2021,14-02-2021,14-03-2021,15-12-2021,MA,10000,13062,362.78,0.1825,0.1452,180000.0,21
607296,779082,10-11-2021,13-11-2021,13-12-2021,15-05-2021,NY,25000,33477,929.48,0.2003,0.1969,120000.0,47
607225,778987,10-11-2021,12-09-2021,12-10-2021,16-05-2021,CA,25000,31967,929.48,0.2003,0.2292,77652.96,24
506495,652993,10-04-2021,11-09-2021,11-10-2021,11-08-2021,PA,25000,30711,935.83,0.2053,0.1759,165000.0,37
786420,989810,11-06-2021,13-03-2021,13-04-2021,16-05-2021,VA,14400,18589,550.77,0.2211,0.2128,140000.0,49
672088,859174,11-02-2021,14-03-2021,14-04-2021,16-05-2021,KY,12000,14091,391.39,0.1074,0.1426,110000.0,19
497886,638362,10-05-2021,13-05-2021,13-06-2021,16-05-2021,FL,12000,14656,407.09,0.1348,0.1995,80000.0,27
608335,780387,10-11-2021,14-01-2021,14-02-2021,15-10-2021,MI,3000,3662,101.59,0.1335,0.1983,23000.0,11
800132,1005391,11-07-2021,13-09-2021,13-10-2021,13-09-2021,MO,14000,16159,471.65,0.1299,0.2017,36000.0,22
876722,1091380,11-09-2021,13-07-2021,13-08-2021,16-05-2021,NJ,10000,11909,341.73,0.1399,0.1119,62000.0,23
862589,1075635,11-09-2021,14-09-2021,14-10-2021,14-09-2021,CO,30000,39039,1084.43,0.1799,0.1995,124000.0,41
429622,509114,09-08-2021,12-03-2021,12-04-2021,14-11-2021,WA,15000,18924,529.71,0.1632,0.1037,110000.0,28
662208,846862,11-02-2021,12-12-2021,12-01-2022,16-05-2021,WA,16750,20193,592.2,0.164,0.2059,51000.0,23
367135,380416,08-12-2021,11-12-2021,11-01-2022,15-06-2021,CA,10000,11281,313.37,0.08,0.2301,40000.0,26
411341,463578,09-06-2021,12-05-2021,12-06-2021,15-03-2021,NY,8000,9189,255.58,0.0932,0.0046,110000.0,10
423195,497905,09-07-2021,12-06-2021,12-07-2021,12-06-2021,NY,3000,3449,95.85,0.0932,0.1391,29666.0,19
445445,544069,09-10-2021,12-10-2021,12-11-2021,14-11-2021,CA,16000,19181,532.8,0.1218,0.164,60000.0,35
432227,513590,09-08-2021,11-07-2021,11-08-2021,11-06-2021,NY,15000,17315,494.53,0.1148,0.1002,84996.0,33
424291,498833,09-07-2021,11-03-2021,11-04-2021,11-03-2021,AZ,25000,28565,825.34,0.1158,0.1957,96640.0,24
364670,375361,08-12-2021,11-12-2021,11-01-2022,11-12-2021,AZ,9000,10581,293.93,0.1083,0.123,28000.0,18
436479,522689,09-09-2021,12-09-2021,12-10-2021,12-09-2021,CA,12800,15283,424.12,0.1183,0.1166,35000.0,25
427135,504596,09-07-2021,12-08-2021,12-09-2021,14-10-2021,TX,4000,4841,134.48,0.1284,0.117,11389.0,8
375066,396870,09-02-2021,12-02-2021,12-03-2021,12-08-2021,NY,18000,21686,602.4,0.1253,0.1137,72204.0,32
382138,411218,09-03-2021,12-03-2021,12-04-2021,12-03-2021,IL,8000,9991,277.53,0.1505,0.0626,27048.0,10
365632,376754,08-12-2021,11-12-2021,11-01-2022,11-12-2021,NY,15000,18567,515.74,0.1442,0.2001,244000.0,41
394884,433927,09-05-2021,10-07-2021,10-08-2021,15-03-2021,RI,10000,11458,345.37,0.1474,0.0934,125004.0,35
387716,420763,09-04-2021,12-04-2021,12-05-2021,12-04-2021,VA,20000,25150,693.83,0.1505,0.1532,79404.0,33
387426,420302,09-03-2021,12-04-2021,12-05-2021,15-11-2021,MA,15000,19154,532.05,0.1663,0.0793,46000.0,24
411092,452477,09-06-2021,12-07-2021,12-08-2021,15-04-2021,KY,6000,6949,192.57,0.0963,0.0835,26000.0,32
610027,782399,10-11-2021,13-08-2021,13-09-2021,13-09-2021,NJ,22750,15361,427.08,0.0691,0.1937,42000.0,43
662268,846931,11-01-2021,14-02-2021,14-03-2021,14-02-2021,TX,6000,6515,180.96,0.0542,0.1751,84000.0,16
776097,978412,11-06-2021,13-10-2021,13-11-2021,16-03-2021,VA,13500,14594,407.16,0.0542,0.1822,129600.0,28
438597,528626,09-09-2021,12-09-2021,12-10-2021,12-09-2021,WV,6500,7268,201.89,0.074,0.1413,18000.0,11
1036259,1266118,11-11-2021,12-04-2021,12-05-2021,12-04-2021,FL,13000,13330,406.78,0.079,0.1641,53100.0,25
643368,823374,11-01-2021,13-10-2021,13-11-2021,16-03-2021,CT,10000,11009,306.68,0.0654,0.0146,1200000.0,13
763360,963973,11-05-2021,14-06-2021,14-07-2021,14-06-2021,PA,24000,26872,746.44,0.0749,0.1301,80256.0,12
860622,1073436,11-08-2021,13-11-2021,13-12-2021,16-04-2021,PA,24000,26622,746.44,0.0749,0.1563,70000.0,18
527211,681970,10-06-2021,13-07-2021,13-08-2021,13-07-2021,TX,11000,12388,344.1,0.0788,0.1007,67656.0,13
836003,1046001,11-08-2021,14-08-2021,14-09-2021,14-08-2021,CA,27175,30878,857.73,0.0849,0.2139,47844.0,22
656074,839121,11-02-2021,12-01-2021,12-02-2021,16-03-2021,NY,14400,15244,448.99,0.0766,0.2329,78000.0,25
885209,1100869,11-09-2021,14-10-2021,14-11-2021,16-04-2021,NY,35000,40009,1111.37,0.089,0.1379,90000.0,25
618714,793081,10-11-2021,11-01-2021,11-02-2021,11-01-2021,FL,13000,8021,245.92,0.0691,0.0629,70000.0,59
587567,754895,10-09-2021,10-12-2021,10-01-2022,16-05-2021,CA,14400,14578,448.0,0.0751,0.0049,61000.0,31
484847,617450,10-02-2021,10-12-2021,10-01-2022,10-12-2021,AZ,13200,13843,410.65,0.0751,0.178,51700.0,31
1052184,1283731,11-12-2021,12-05-2021,12-06-2021,14-03-2021,FL,15000,15446,466.67,0.0751,0.2675,44500.0,25
633402,811474,10-12-2021,14-01-2021,14-02-2021,14-01-2021,FL,8500,9496,260.68,0.0654,0.2183,21600.0,7
525310,679695,10-06-2021,13-06-2021,13-07-2021,16-05-2021,FL,8700,9798,272.15,0.0788,0.1338,65000.0,20
875809,1090377,11-10-2021,14-02-2021,14-03-2021,16-02-2021,CT,16800,18672,522.67,0.0751,0.228,69500.0,27
1057451,1289010,11-12-2021,14-12-2021,14-01-2022,16-03-2021,CA,5875,6618,183.84,0.079,0.1463,17640.0,5
772603,974542,11-06-2021,14-06-2021,14-07-2021,16-05-2021,NY,12000,13436,373.22,0.0749,0.0134,201000.0,7
866368,1079824,11-09-2021,12-04-2021,12-05-2021,14-02-2021,GA,5600,5764,168.9,0.0542,0.0844,27000.0,13
406148,454570,09-06-2021,12-06-2021,12-07-2021,16-05-2021,FL,5000,5614,155.96,0.0768,0.0772,30000.0,21
624175,790119,10-12-2021,13-12-2021,13-01-2022,16-05-2021,MI,10000,7166,199.01,0.0617,0.1884,38400.0,30
712277,905341,11-04-2021,14-04-2021,14-05-2021,16-05-2021,NY,8000,8980,249.44,0.0766,0.1353,40000.0,11
373593,393784,09-01-2021,12-02-2021,12-03-2021,12-01-2021,CA,6000,6769,188.02,0.08,0.1214,26500.0,11
764749,965506,11-06-2021,12-04-2021,12-05-2021,12-04-2021,NC,13650,13939,421.41,0.0699,0.2986,50000.0,18
1008660,1235348,11-11-2021,14-11-2021,14-12-2021,15-09-2021,GA,18000,20276,563.23,0.079,0.0469,42000.0,7
739358,936933,11-04-2021,14-05-2021,14-06-2021,14-05-2021,OR,20000,22327,620.2,0.0729,0.1061,34500.0,17
569542,732636,10-08-2021,11-05-2021,11-06-2021,13-01-2021,NY,12250,12809,381.11,0.0751,0.2075,28800.0,30
796975,1001887,11-06-2021,14-03-2021,14-04-2021,16-05-2021,NY,12000,13413,373.22,0.0749,0.1952,80000.0,31
809262,1016063,11-07-2021,12-07-2021,12-08-2021,15-11-2021,NJ,20000,15142,442.43,0.0749,0.2702,60000.0,39
709535,902170,11-03-2021,14-04-2021,14-05-2021,16-05-2021,NJ,18000,20204,561.24,0.0766,0.1396,72000.0,19
658711,842431,11-01-2021,14-02-2021,14-03-2021,14-02-2021,CA,13000,14434,400.93,0.0692,0.1696,28800.0,20
622125,797336,10-12-2021,13-04-2021,13-05-2021,13-04-2021,NY,17000,11339,316.64,0.0654,0.1678,75000.0,23
642718,822579,11-01-2021,13-10-2021,13-11-2021,16-04-2021,PA,20000,21941,609.99,0.0617,0.1286,117500.0,27
588951,756619,10-10-2021,13-10-2021,13-11-2021,13-10-2021,PA,14000,15595,433.18,0.0714,0.1229,71000.0,23
1026750,1256138,11-11-2021,12-10-2021,12-11-2021,15-11-2021,NY,18000,19051,563.23,0.079,0.1292,55000.0,19
869178,1082994,11-09-2021,13-08-2021,13-09-2021,13-08-2021,OH,6000,6443,180.96,0.0542,0.2085,24000.0,23
756269,940020,11-05-2021,12-08-2021,12-09-2021,12-09-2021,NJ,25000,17697,513.69,0.0849,0.2484,74360.0,22
1032466,1261907,11-11-2021,14-12-2021,14-01-2022,16-05-2021,AR,17500,20004,555.69,0.089,0.0701,84000.0,27
892205,1109140,11-10-2021,12-08-2021,12-09-2021,12-07-2021,WV,17000,17683,521.97,0.0662,0.2473,44004.0,22
623605,799192,10-12-2021,13-08-2021,13-09-2021,14-09-2021,TX,16000,10779,299.88,0.0691,0.1564,135000.0,34
849512,1061233,11-09-2021,14-10-2021,14-11-2021,16-05-2021,WA,10000,11053,307.04,0.0662,0.168,72000.0,11
683989,873384,11-02-2021,14-03-2021,14-04-2021,16-04-2021,TX,8000,8931,248.08,0.0729,0.2718,32800.0,25
432410,513890,09-08-2021,12-08-2021,12-09-2021,12-08-2021,NM,5000,5619,156.1,0.0774,0.156,15000.0,24
441278,535251,09-09-2021,12-10-2021,12-11-2021,13-04-2021,LA,5000,5934,164.85,0.1148,0.0854,22896.0,7
440058,532500,09-10-2021,10-09-2021,10-10-2021,10-09-2021,NJ,13800,15078,454.97,0.1148,0.2361,43200.0,21
681226,870198,11-02-2021,13-11-2021,13-12-2021,16-05-2021,CA,20000,23180,645.35,0.1,0.1487,56000.0,27
1006291,1232694,11-11-2021,14-03-2021,14-04-2021,16-05-2021,OH,10000,11795,330.76,0.1171,0.1475,180000.0,24
676019,863946,11-02-2021,14-03-2021,14-04-2021,16-05-2021,MO,7200,8454,234.84,0.1074,0.2053,117000.0,16
867417,1081013,11-09-2021,14-09-2021,14-10-2021,14-09-2021,CA,20000,23911,664.2,0.1199,0.0654,58000.0,12
771337,973098,11-06-2021,14-06-2021,14-07-2021,16-05-2021,NY,35000,41844,1162.34,0.1199,0.1405,100505.0,27
739077,936604,11-05-2021,14-06-2021,14-07-2021,16-05-2021,CA,10000,11955,332.1,0.1199,0.1879,65000.0,38
547732,706264,10-07-2021,13-08-2021,13-09-2021,14-11-2021,CA,6250,7301,202.79,0.1038,0.1968,20004.0,21
1033980,1263560,11-11-2021,14-12-2021,14-01-2022,16-05-2021,NC,20000,23815,661.52,0.1171,0.1598,50000.0,26
410780,462432,09-06-2021,11-12-2021,11-01-2022,16-05-2021,NY,9000,10732,299.84,0.1221,0.114,80000.0,17
872057,1086228,11-09-2021,12-11-2021,12-12-2021,15-07-2021,FL,7200,7771,235.69,0.1099,0.2092,30000.0,6
1007709,1234351,11-11-2021,14-06-2021,14-07-2021,16-02-2021,PA,12600,14944,416.76,0.1171,0.2359,50000.0,17
766503,967514,11-05-2021,12-04-2021,12-05-2021,15-04-2021,MN,14000,15130,458.28,0.1099,0.2335,71000.0,28
891197,1107990,11-09-2021,13-11-2021,13-12-2021,15-12-2021,AL,8000,9235,260.59,0.1065,0.245,36000.0,15
1010293,1237093,11-11-2021,13-09-2021,13-10-2021,13-09-2021,MA,28000,31737,902.3,0.0991,0.2497,110000.0,28
856705,1069093,11-08-2021,14-09-2021,14-10-2021,15-11-2021,AR,4400,5155,143.2,0.1059,0.2255,26496.0,13
759435,959675,11-05-2021,14-06-2021,14-07-2021,14-05-2021,TX,8500,10089,280.26,0.1149,0.1569,51996.0,24
974740,1197030,11-10-2021,14-07-2021,14-08-2021,16-04-2021,NY,8000,9268,257.8,0.0991,0.1409,35000.0,28
466150,585404,09-12-2021,12-04-2021,12-05-2021,16-05-2021,NY,24250,28507,803.5,0.1183,0.03,102000.0,15
578171,743392,10-09-2021,12-09-2021,12-10-2021,16-02-2021,SC,24250,19487,552.27,0.1149,0.1666,59004.0,17
432365,513798,09-08-2021,12-08-2021,12-09-2021,16-03-2021,IL,3375,4066,112.95,0.1253,0.242,18000.0,15
374171,395054,09-01-2021,12-01-2021,12-02-2021,15-10-2021,LA,6000,7127,198.09,0.1158,0.2308,38000.0,20
470026,593216,09-12-2021,10-02-2021,10-03-2021,13-02-2021,MA,24000,24237,795.22,0.1183,0.007,150000.0,16
610881,783396,10-11-2021,11-11-2021,11-12-2021,14-01-2021,CA,7200,7822,232.29,0.0999,0.1877,42000.0,18
954142,1174893,11-10-2021,13-06-2021,13-07-2021,14-07-2021,NY,8000,9285,267.33,0.1242,0.1539,102000.0,42
482876,614325,10-02-2021,12-10-2021,12-11-2021,12-10-2021,NY,8500,10045,279.75,0.1136,0.0446,75000.0,67
853138,1065294,11-08-2021,14-09-2021,14-10-2021,14-09-2021,TX,1600,1858,51.62,0.0999,0.0163,48000.0,11
651942,833879,11-01-2021,14-02-2021,14-03-2021,16-05-2021,AZ,17500,20659,573.84,0.1111,0.1734,38000.0,48
625613,801722,10-12-2021,13-12-2021,13-01-2022,16-05-2021,CA,3600,4182,116.15,0.0999,0.0381,35000.0,17
1036190,1265846,11-11-2021,13-11-2021,13-12-2021,15-03-2021,OK,35000,39790,1127.88,0.0991,0.065,73440.0,37
445672,544387,09-10-2021,12-02-2021,12-03-2021,12-02-2021,KS,20000,23573,662.68,0.1183,0.1195,67000.0,30
471212,594863,09-12-2021,10-02-2021,10-03-2021,07-08-2021,CA,22000,22217,728.95,0.1183,0.1351,210000.0,11
825562,1034363,11-07-2021,13-02-2021,13-03-2021,16-05-2021,NC,35000,39556,1145.69,0.1099,0.2812,104000.0,53
571647,735302,11-06-2021,13-02-2021,13-03-2021,15-11-2021,WV,10000,11268,322.63,0.0999,0.0982,96000.0,57
573480,737651,10-09-2021,12-04-2021,12-05-2021,12-04-2021,NY,16000,18113,521.93,0.1075,0.0847,55000.0,26
820473,1028698,11-07-2021,14-02-2021,14-03-2021,16-05-2021,OH,18000,21102,589.22,0.1099,0.1676,65280.0,41
774142,976246,11-06-2021,12-11-2021,12-12-2021,12-11-2021,NY,10000,11368,332.1,0.1199,0.1762,82000.0,14
532456,688240,10-06-2021,12-10-2021,12-11-2021,16-04-2021,CT,5000,5895,165.74,0.1186,0.1779,57000.0,27
883912,1099199,11-09-2021,12-12-2021,12-01-2022,16-03-2021,NJ,29800,32912,970.69,0.1065,0.1657,62352.0,37
453677,561070,09-11-2021,11-10-2021,11-11-2021,16-03-2021,OH,24000,28082,803.2,0.1253,0.179,60000.0,43
470022,593205,09-12-2021,10-02-2021,10-03-2021,12-03-2021,CA,24000,24237,795.22,0.1183,0.0188,189996.0,15
812580,1019748,11-07-2021,14-02-2021,14-03-2021,16-05-2021,OH,16000,18780,523.75,0.1099,0.24,52000.0,43
470015,593201,09-12-2021,10-02-2021,10-03-2021,07-08-2021,CA,24000,24244,799.2,0.1218,0.0913,200000.0,11
412292,465043,09-06-2021,12-12-2021,12-01-2022,15-11-2021,VA,22800,28062,759.58,0.1221,0.1549,43000.0,32
